id,Symbol,Name
3140,HR,Healthcare Realty Trust Incorporated Common Stock
3141,HRB,H&R Block Inc. Common Stock
3142,HRI,Herc Holdings Inc. Common Stock 
3143,HRL,Hormel Foods Corporation Common Stock
3144,HRMY,Harmony Biosciences Holdings Inc. Common Stock
3145,HROW,Harrow Health Inc. Common Stock
3146,HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026
3147,HRT,HireRight Holdings Corporation Common Stock
3148,HRTG,Heritage Insurance Holdings Inc. Common Stock
3149,HRTX,Heron Therapeutics Inc. Common Stock
3150,HRZN,Horizon Technology Finance Corporation Common Stock
3151,HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares
3152,HSBC,HSBC Holdings plc. Common Stock
3153,HSC,Harsco Corporation Common Stock
3154,HSCS,Heart Test Laboratories Inc. Common Stock
3155,HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE)
3156,HSIC,Henry Schein Inc. Common Stock
3157,HSII,Heidrick & Struggles International Inc. Common Stock
3158,HSKA,Heska Corporation Common Stock
3159,HSON,Hudson Global Inc. Common Stock
3160,HST,Host Hotels & Resorts Inc. Common Stock
3161,HSTM,HealthStream Inc. Common Stock
3162,HSTO,Histogen Inc. Common Stock
3163,HSY,The Hershey Company Common Stock
3164,HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest
3165,HTA,Healthcare Trust of America Inc. Class A Common Stock
3166,HTAQ,Hunt Companies Acquisition Corp. I Class A Ordinary Shares
3167,HTBI,HomeTrust Bancshares Inc. Common Stock
3168,HTBK,Heritage Commerce Corp Common Stock
3169,HTCR,Heartcore Enterprises Inc. Common Stock
3170,HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
3171,HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026
3172,HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027
3173,HTGC,Hercules Capital Inc. Common Stock
3174,HTGM,HTG Molecular Diagnostics Inc. Common Stock
3175,HTH,Hilltop Holdings Inc.
3176,HTHT,Huazhu Group Limited American Depositary Shares
3177,HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock
3178,HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock
3179,HTLD,Heartland Express Inc. Common Stock
3180,HTLF,Heartland Financial USA Inc. Common Stock
3181,HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E
3182,HTOO,Fusion Fuel Green PLC Class A Ordinary Shares
3183,HTPA,Highland Transcend Partners I Corp. Class A Ordinary Shares
3184,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest
3185,HTZ,Hertz Global Holdings Inc Common Stock
3186,HTZWW,Hertz Global Holdings Inc Warrant
3187,HUBB,Hubbell Inc Common Stock
3188,HUBG,Hub Group Inc. Class A Common Stock
3189,HUBS,HubSpot Inc. Common Stock
3190,HUDI,Huadi International Group Co. Ltd. Ordinary Shares
3191,HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares
3192,HUGS,USHG Acquisition Corp. Class A Common Stock
3193,HUIZ,Huize Holding Limited American Depositary Shares
3194,HUM,Humana Inc. Common Stock
3195,HUMA,Humacyte Inc. Common Stock
3196,HUMAW,Humacyte Inc. Warrant
3197,HUN,Huntsman Corporation Common Stock
3198,HURC,Hurco Companies Inc. Common Stock
3199,HURN,Huron Consulting Group Inc. Common Stock
3200,HUSA,Houston American Energy Corporation Common Stock
3201,HUT,Hut 8 Mining Corp. Common Shares
3202,HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share
3203,HVBC,HV Bancorp Inc. Common Stock
3204,HVT,Haverty Furniture Companies Inc. Common Stock
3205,HWBK,Hawthorn Bancshares Inc. Common Stock
3206,HWC,Hancock Whitney Corporation Common Stock
3207,HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060
3208,HWKN,Hawkins Inc. Common Stock
3209,HWKZ,Hawks Acquisition Corp Class A Common Stock
3210,HWM,Howmet Aerospace Inc. Common Stock
3211,HXL,Hexcel Corporation Common Stock
3212,HY,Hyster-Yale Materials Handling Inc. Class A Common Stock
3213,HYB,New America High Income Fund Inc. (The) Common Stock
3214,HYFM,Hydrofarm Holdings Group Inc. Common Stock
3215,HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock
3216,HYLN,Hyliion Holdings Corp. Class A Common Stock
3217,HYMC,Hycroft Mining Holding Corporation Class A Common Stock
3218,HYMCW,Hycroft Mining Holding Corporation  Warrant
3219,HYMCZ,Hycroft Mining Holding Corporation Warrant
3220,HYPR,Hyperfine Inc. Class A Common Stock
3221,HYRE,HyreCar Inc. Common Stock
3222,HYT,Blackrock Corporate High Yield Fund Inc. Common Stock
3223,HYW,Hywin Holdings Ltd. American Depositary Shares
3224,HYZN,Hyzon Motors Inc. Class A Common Stock
3225,HYZNW,Hyzon Motors Inc. Warrants
3226,HZN,Horizon Global Corporation Common Shares
3227,HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares
3228,HZO,MarineMax Inc.  (FL) Common Stock
3229,HZON,Horizon Acquisition Corporation II Class A Ordinary Shares
3230,IAA,IAA Inc. Common Stock 
3231,IAC,IAC/InterActiveCorp Common Stock
3232,IACC,ION Acquisition Corp 3 Ltd. Class A Ordinary Shares
3233,IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
3234,IAF,abrdn Australia Equity Fund Inc. Common Stock
3235,IAG,Iamgold Corporation Ordinary Shares
3236,IART,Integra LifeSciences Holdings Corporation Common Stock
3237,IAS,Integral Ad Science Holding Corp. Common Stock
3238,IAUX,i-80 Gold Corp. Common Shares
3239,IBA,Industrias Bachoco S.A.B. de C.V. Common Stock
3240,IBCP,Independent Bank Corporation Common Stock
3241,IBER,Ibere Pharmaceuticals Class A Ordinary Shares
3242,IBEX,IBEX Limited Common Shares
3243,IBIO,iBio Inc. Common Stock
3244,IBKR,Interactive Brokers Group Inc. Class A Common Stock
3245,IBM,International Business Machines Corporation Common Stock
3246,IBN,ICICI Bank Limited Common Stock
3247,IBOC,International Bancshares Corporation Common Stock
3248,IBP,Installed Building Products Inc. Common Stock
3249,IBRX,ImmunityBio Inc. Common Stock
3250,IBTX,Independent Bank Group Inc Common Stock
3251,ICAD,iCAD Inc. Common Stock
3252,ICCC,ImmuCell Corporation Common Stock
3253,ICCH,ICC Holdings Inc. Common Stock
3254,ICCM,IceCure Medical Ltd. Ordinary Shares
3255,ICD,Independence Contract Drilling Inc. Common Stock
3256,ICE,Intercontinental Exchange Inc. Common Stock
3257,ICFI,ICF International Inc. Common Stock
3258,ICHR,Ichor Holdings Ordinary Shares
3259,ICL,ICL Group Ltd. Ordinary Shares
3260,ICLK,iClick Interactive Asia Group Limited American Depositary Shares
3261,ICLR,ICON plc Ordinary Shares
3262,ICMB,Investcorp Credit Management BDC Inc. Common Stock
3263,ICNC,Iconic Sports Acquisition Corp. Class A Ordinary Shares
3264,ICPT,Intercept Pharmaceuticals Inc. Common Stock
3265,ICUI,ICU Medical Inc. Common Stock
3266,ICVX,Icosavax Inc. Common Stock
3267,ID,PARTS iD Inc. Class A Common Stock
3268,IDA,IDACORP Inc. Common Stock
3269,IDAI,T Stamp Inc. Class A Common Stock
3270,IDBA,IDEX Biometrics ASA American Depositary Shares
3271,IDCC,InterDigital Inc. Common Stock
3272,IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest
3273,IDEX,Ideanomics Inc. Common Stock
3274,IDN,Intellicheck Inc. Common Stock
3275,IDR,Idaho Strategic Resources Inc. Common Stock
3276,IDRA,Idera Pharmaceuticals Inc. Common Stock
3277,IDT,IDT Corporation Class B Common Stock
3278,IDW,IDW Media Holdings Class B Common Stock
3279,IDXX,IDEXX Laboratories Inc. Common Stock
3280,IDYA,IDEAYA Biosciences Inc. Common Stock
3281,IE,Ivanhoe Electric Inc. Common Stock
3282,IEA,Infrastructure and Energy Alternatives Inc. Common Stock
3283,IEAWW,Infrastructure and Energy Alternatives Inc. Warrant
3284,IEP,Icahn Enterprises L.P. Common Stock
3285,IESC,IES Holdings Inc. Common Stock
3286,IEX,IDEX Corporation Common Stock
3287,IFBD,Infobird Co. Ltd Ordinary Shares
3288,IFF,International Flavors & Fragrances Inc. Common Stock
3289,IFN,India Fund Inc. (The) Common Stock
3290,IFRX,InflaRx N.V. Common Stock
3291,IFS,Intercorp Financial Services Inc. Common Shares
3292,IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
3293,IGAC,IG Acquisition Corp. Class A Common Stock
3294,IGACW,IG Acquisition Corp. Warrant
3295,IGC,India Globalization Capital Inc. Common Stock
3296,IGD,Voya Global Equity Dividend and Premium Opportunity Fund
3297,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
3298,IGIC,International General Insurance Holdings Ltd. Ordinary Share
3299,IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025
3300,IGMS,IGM Biosciences Inc. Common Stock
3301,IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest
3302,IGT,International Game Technology Ordinary Shares
3303,IGTAR,Inception Growth Acquisition Limited Rights
3304,IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares
3305,IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
3306,IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
3307,IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest
3308,IHRT,iHeartMedia Inc. Class A Common Stock
3309,IHS,IHS Holding Limited Ordinary Shares
3310,IHT,InnSuites Hospitality Trust Shares of Beneficial Interest
3311,IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share
3312,IIF,Morgan Stanley India Investment Fund Inc. Common Stock
3313,III,Information Services Group Inc. Information Services Group Inc. Common Stock
3314,IIII,INSU Acquisition Corp. III Class A Common Stock
3315,IIIIU,INSU Acquisition Corp. III Unit
3316,IIIIW,INSU Acquisition Corp. III Warrant
3317,IIIN,Insteel Industries Inc. Common Stock
3318,IIIV,i3 Verticals Inc. Class A Common Stock
3319,IIM,Invesco Value Municipal Income Trust Common Stock
3320,IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares
3321,IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant
3322,IIPR,Innovative Industrial Properties Inc. Common Stock
3323,IIVI,II-VI Incorporated Common Stock
3324,IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock
3325,IKNA,Ikena Oncology Inc. Common Stock
3326,IKT,Inhibikase Therapeutics Inc. Common Stock
3327,ILMN,Illumina Inc. Common Stock
3328,ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest
3329,IMAB,I-MAB American Depositary Shares
3330,IMAC,IMAC Holdings Inc. Common Stock
3331,IMAQ,International Media Acquisition Corp. Class A Common Stock
3332,IMAQR,International Media Acquisition Corp. Rights
3333,IMAQW,International Media Acquisition Corp. Warrants
3334,IMAX,Imax Corporation Common Stock
3335,IMBI,iMedia Brands Inc. Class A Common Stock
3336,IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026
3337,IMCC,IM Cannabis Corp. Common Shares
3338,IMCR,Immunocore Holdings plc American Depositary Shares
3339,IMGN,ImmunoGen Inc. Common Stock
3340,IMGO,Imago BioSciences Inc. Common stock
3341,IMH,Impac Mortgage Holdings Inc. Common Stock 
3342,IMKTA,Ingles Markets Incorporated Class A Common Stock
3343,IMMP,Immutep Limited American Depositary Shares
3344,IMMR,Immersion Corporation Common Stock
3345,IMMX,Immix Biopharma Inc. Common Stock
3346,IMNM,Immunome Inc. Common Stock
3347,IMO,Imperial Oil Limited Common Stock
3348,IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares
3349,IMPL,Impel Pharmaceuticals Inc. Common Stock
3350,IMPP,Imperial Petroleum Inc. Common Shares
3351,IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares
3352,IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares
3353,IMRA,IMARA Inc. Common Stock
3354,IMRN,Immuron Limited American Depositary Shares
3355,IMRX,Immuneering Corporation Class A Common Stock
3356,IMTE,Integrated Media Technology Limited Ordinary Shares
3357,IMTX,Immatics N.V. Ordinary Shares
3358,IMUX,Immunic Inc. Common Stock
3359,IMV,IMV Inc. Common Shares
3360,IMVT,Immunovant Inc. Common Stock
3361,IMXI,International Money Express Inc. Common Stock
3362,INAQ,Insight Acquisition Corp. Class A Common Stock
3363,INBK,First Internet Bancorp Common Stock
3364,INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029
3365,INBX,Inhibrx Inc. Common Stock
3366,INCR,Intercure Ltd. Ordinary Shares
3367,INCY,Incyte Corp. Common Stock
3368,INDB,Independent Bank Corp. Common Stock
3369,INDI,indie Semiconductor Inc. Class A Common Stock
3370,INDIW,indie Semiconductor Inc. Warrant
3371,INDO,Indonesia Energy Corporation Limited Ordinary Shares
3372,INDP,Indaptus Therapeutics Inc. Common Stock
3373,INDT,INDUS Realty Trust Inc. (MD) Common Stock
3374,INFA,Informatica Inc. Class A Common Stock
3375,INFI,Infinity Pharmaceuticals Inc. Common Stock
3376,INFN,Infinera Corporation Common Stock
3377,INFU,InfuSystems Holdings Inc. Common Stock
3378,INFY,Infosys Limited American Depositary Shares
3379,ING,ING Group N.V. Common Stock
3380,INGN,Inogen Inc Common Stock
3381,INGR,Ingredion Incorporated Common Stock
3382,INKA,KludeIn I Acquisition Corp. Class A Common Stock
3383,INKAW,KludeIn I Acquisition Corp. Warrant
3384,INKT,MiNK Therapeutics Inc. Common Stock
3385,INM,InMed Pharmaceuticals Inc. Common Shares
3386,INMB,INmune Bio Inc. Common stock
3387,INMD,InMode Ltd. Ordinary Shares
3388,INN,Summit Hotel Properties Inc. Common Stock
3389,INNV,InnovAge Holding Corp. Common Stock
3390,INO,Inovio Pharmaceuticals Inc. Common Stock
3391,INOD,Innodata Inc. Common Stock
3392,INPX,Inpixon Common Stock
3393,INSE,Inspired Entertainment Inc. Common Stock
3394,INSG,Inseego Corp. Common Stock
3395,INSI,Insight Select Income Fund
3396,INSM,Insmed Inc. Common Stock
3397,INSP,Inspire Medical Systems Inc. Common Stock
3398,INST,Instructure Holdings Inc. Common Stock
3399,INSW,International Seaways Inc. Common Stock 
3400,INT,World Fuel Services Corporation Common Stock
3401,INTA,Intapp Inc. Common Stock
3402,INTC,Intel Corporation Common Stock
3403,INTEW,Integral Acquisition Corporation 1 Warrants
3404,INTG,Intergroup Corporation (The) Common Stock
3405,INTR,Inter & Co. Inc. Class A Common Shares
3406,INTT,inTest Corporation Common Stock
3407,INTU,Intuit Inc. Common Stock
3408,INTZ,Intrusion Inc. Common Stock
3409,INUV,Inuvo Inc.
3410,INVA,Innoviva Inc. Common Stock
3411,INVE,Identiv Inc. Common Stock
3412,INVH,Invitation Homes Inc. Common Stock
3413,INVO,INVO BioScience Inc. Common Stock
3414,INVZ,Innoviz Technologies Ltd. Ordinary shares
3415,INVZW,Innoviz Technologies Ltd. Warrant
3416,INZY,Inozyme Pharma Inc. Common Stock
3417,IOBT,IO Biotech Inc. Common Stock
3418,IONM,Assure Holdings Corp. Common Stock
3419,IONQ,IonQ Inc. Common Stock
3420,IONR,ioneer Ltd American Depositary Shares
3421,IONS,Ionis Pharmaceuticals Inc. Common Stock
3422,IOSP,Innospec Inc. Common Stock
3423,IOT,Samsara Inc. Class A Common Stock
3424,IOVA,Iovance Biotherapeutics Inc. Common Stock
3425,IP,International Paper Company Common Stock
3426,IPA,ImmunoPrecise Antibodies Ltd. Common Stock
3427,IPAR,Inter Parfums Inc. Common Stock
3428,IPAXW,Inflection Point Acquisition Corp. Warrants
3429,IPDN,Professional Diversity Network Inc. Common Stock
3430,IPG,Interpublic Group of Companies Inc. (The) Common Stock
3431,IPGP,IPG Photonics Corporation Common Stock
3432,IPHA,Innate Pharma S.A. ADS
3433,IPI,Intrepid Potash Inc Common Stock
3434,IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares
3435,IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares
3436,IPSC,Century Therapeutics Inc. Common Stock
3437,IPVA,InterPrivate II Acquisition Corp. Class A Common Stock
3438,IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock
3439,IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock
3440,IPW,iPower Inc. Common Stock
3441,IPWR,Ideal Power Inc. Common Stock
3442,IPX,IperionX Limited American Depositary Share
3443,IQ,iQIYI Inc. American Depositary Shares
3444,IQI,Invesco Quality Municipal Income Trust Common Stock
3445,IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock
3446,IQMDW,Intelligent Medicine Acquisition Corp. Warrant
3447,IQV,IQVIA Holdings Inc. Common Stock
3448,IR,Ingersoll Rand Inc. Common Stock
3449,IRBT,iRobot Corporation Common Stock
3450,IRDM,Iridium Communications Inc Common Stock
3451,IREN,Iris Energy Limited Ordinary Shares
3452,IRIX,IRIDEX Corporation Common Stock
3453,IRL,New Ireland Fund Inc (The) Common Stock
3454,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT
3455,IRMD,iRadimed Corporation Common Stock
3456,IRNT,IronNet Inc. Common Stock
3457,IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock
3458,IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
3459,IRT,Independence Realty Trust Inc. Common Stock
3460,IRTC,iRhythm Technologies Inc. Common Stock
3461,IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock
3462,IS,ironSource Ltd. Class A Ordinary Shares
3463,ISAA,Iron Spark I Inc. Class A Common Stock
3464,ISD,PGIM High Yield Bond Fund Inc.
3465,ISDR,Issuer Direct Corporation Common Stock
3466,ISEE,IVERIC bio Inc. Common Stock
3467,ISIG,Insignia Systems Inc. Common Stock
3468,ISLE,Isleworth Healthcare Acquisition Corporation Common stock
3469,ISLEW,Isleworth Healthcare Acquisition Corporation Warrant
3470,ISO,IsoPlexis Corporation Common Stock
3471,ISPC,iSpecimen Inc. Common Stock
3472,ISPO,Inspirato Incorporated Class A Common Stock
3473,ISPOW,Inspirato Incorporated Warrant
3474,ISR,IsoRay Inc. Common Stock (DE)
3475,ISRG,Intuitive Surgical Inc. Common Stock
3476,ISSC,Innovative Solutions and Support Inc. Common Stock
3477,ISTR,Investar Holding Corporation Common Stock
3478,ISUN,iSun Inc. Common Stock
3479,IT,Gartner Inc. Common Stock
3480,ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value)
3481,ITCI,Intra-Cellular Therapies Inc. Common Stock
3482,ITGR,Integer Holdings Corporation Common Stock
3483,ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares
3484,ITHXU,ITHAX Acquisition Corp. Unit
3485,ITHXW,ITHAX Acquisition Corp. Warrant
3486,ITI,Iteris Inc. Common Stock
3487,ITIC,Investors Title Company Common Stock
3488,ITOS,iTeos Therapeutics Inc. Common Stock
3489,ITP,IT Tech Packaging Inc. Common Stock
3490,ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares
3491,ITRG,Integra Resources Corp. Common Shares
3492,ITRI,Itron Inc. Common Stock
3493,ITRM,Iterum Therapeutics plc Ordinary Share
3494,ITRN,Ituran Location and Control Ltd. Ordinary Shares
3495,ITT,ITT Inc. Common Stock 
3496,ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
3497,ITW,Illinois Tool Works Inc. Common Stock
3498,IVA,Inventiva S.A. American Depository Shares
3499,IVAC,Intevac Inc. Common Stock
3500,IVC,Invacare Corporation Common Stock
3501,IVCAU,Investcorp India Acquisition Corp. Unit
3502,IVCAW,Investcorp India Acquisition Corp. Warrant
3503,IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares
3504,IVCBW,Investcorp Europe Acquisition Corp I Warrant
3505,IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share
3506,IVDA,Iveda Solutions Inc. Common Stock
3507,IVH,Delaware Ivy High Income Opportunities Fund
3508,IVR,INVESCO MORTGAGE CAPITAL INC Common Stock
3509,IVT,InvenTrust Properties Corp. Common Stock
3510,IVZ,Invesco Ltd Common Stock
3511,IX,Orix Corp Ads Common Stock
3512,IXHL,Incannex Healthcare Limited American Depositary Shares
3513,IZEA,IZEA Worldwide Inc. Common Stock
3514,J,Jacobs Engineering Group Inc. Common Stock
3515,JACK,Jack In The Box Inc. Common Stock
3516,JAGX,Jaguar Health Inc. Common Stock
3517,JAKK,JAKKS Pacific Inc. Common Stock
3518,JAMF,Jamf Holding Corp. Common Stock
3519,JAN,JanOne Inc. Common Stock (NV)
3520,JANX,Janux Therapeutics Inc. Common Stock
3521,JAQCW,Jupiter Acquisition Corporation Warrants
3522,JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland)
3523,JBGS,JBG SMITH Properties Common Shares 
3524,JBHT,J.B. Hunt Transport Services Inc. Common Stock
3525,JBI,Janus International Group Inc. Common Stock
3526,JBL,Jabil Inc. Common Stock
3527,JBLU,JetBlue Airways Corporation Common Stock
3528,JBSS,John B. Sanfilippo & Son Inc. Common Stock
3529,JBT,John Bean Technologies Corporation Common Stock
3530,JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
3531,JCI,Johnson Controls International plc Ordinary Share
3532,JCIC,Jack Creek Investment Corp. Class A Ordinary Shares
3533,JCICW,Jack Creek Investment Corp. Warrants
3534,JCSE,JE Cleantech Holdings Limited Ordinary Shares
3535,JCTCF,Jewett-Cameron Trading Company Common Shares
3536,JD,JD.com Inc. American Depositary Shares
3537,JEF,Jefferies Financial Group Inc. Common Stock
3538,JELD,JELD-WEN Holding Inc. Common Stock
3539,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share
3540,JEQ,abrdn Japan Equity Fund Inc. Common Stock
3541,JFIN,Jiayin Group Inc. American Depositary Shares
3542,JFR,Nuveen Floating Rate Income Fund Common Stock
3543,JFU,9F Inc. American Depositary Shares
3544,JG,Aurora Mobile Limited American Depositary Shares
3545,JGGCU,Jaguar Global Growth Corporation I Unit
3546,JGGCW,Jaguar Global Growth Corporation I Warrant
3547,JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest
3548,JHAA,Nuveen Corporate Income 2023 Target Term Fund
3549,JHG,Janus Henderson Group plc Ordinary Shares
3550,JHI,John Hancock Investors Trust Common Stock
3551,JHS,John Hancock Income Securities Trust Common Stock
3552,JHX,James Hardie Industries plc American Depositary Shares (Ireland)
3553,JILL,J. Jill Inc. Common Stock
3554,JJSF,J & J Snack Foods Corp. Common Stock
3555,JKHY,Jack Henry & Associates Inc. Common Stock
3556,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
3557,JLL,Jones Lang LaSalle Incorporated Common Stock
3558,JLS,Nuveen Mortgage and Income Fund
3559,JMACW,Maxpro Capital Acquisition Corp. Warrants
3560,JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares
3561,JMM,Nuveen Multi-Market Income Fund (MA)
3562,JMSB,John Marshall Bancorp Inc. Common Stock
3563,JNCE,Jounce Therapeutics Inc. Common Stock
3564,JNJ,Johnson & Johnson Common Stock
3565,JNPR,Juniper Networks Inc. Common Stock
3566,JOAN,JOANN Inc. Common Stock
3567,JOB,GEE Group Inc. Common Stock
3568,JOBY,Joby Aviation Inc. Common Stock
3569,JOE,St. Joe Company (The) Common Stock
3570,JOF,Japan Smaller Capitalization Fund Inc Common Stock
3571,JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock
3572,JOFFU,JOFF Fintech Acquisition Corp. Unit
3573,JOFFW,JOFF Fintech Acquisition Corp. Warrant
3574,JOUT,Johnson Outdoors Inc. Class A Common Stock
3575,JPC,Nuveen Preferred & Income Opportunities Fund
3576,JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
3577,JPM,JP Morgan Chase & Co. Common Stock
3578,JPS,Nuveen Preferred & Income Securities Fund
3579,JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest
3580,JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
3581,JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
3582,JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
3583,JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
3584,JRSH,Jerash Holdings (US) Inc. Common Stock
3585,JRVR,James River Group Holdings Ltd. Common Shares
3586,JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
3587,JSM,Navient Corporation 6% Senior Notes due December 15 2043
3588,JSPR,Jasper Therapeutics Inc. Common Stock
3589,JSPRW,Japer Therapeutics Inc. Warrants
3590,JT,Jianpu Technology Inc. American depositary shares
3591,JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share
3592,JUGGW,Jaws Juggernaut Acquisition Corporation Warrant
3593,JUN,Juniper II Corp. Class A Common Stock
3594,JUPW,Jupiter Wellness Inc. Common Stock
3595,JUPWW,Jupiter Wellness Inc. Warrant
3596,JVA,Coffee Holding Co. Inc. Common Stock
3597,JWAC,Jupiter Wellness Acquisition Corp. Class A Common Stock
3598,JWEL,Jowell Global Ltd. Ordinary Shares
3599,JWN,Nordstrom Inc. Common Stock
3600,JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares
3601,JXN,Jackson Financial Inc. Class A Common Stock 
3602,JYAC,Jiya Acquisition Corp. Class A Common Stock
3603,JYNT,The Joint Corp. Common Stock
3604,JZXN,Jiuzi Holdings Inc. Ordinary Shares
3605,K,Kellogg Company Common Stock
3606,KACL,Kairous Acquisition Corp. Limited Ordinary Shares
3607,KACLR,Kairous Acquisition Corp. Limited Rights
3608,KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock
3609,KAI,Kadant Inc Common Stock
3610,KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares
3611,KAIR,Kairos Acquisition Corp. Class A Ordinary Shares
3612,KAL,Kalera Public Limited Company Ordinary Shares
3613,KALA,Kala Pharmaceuticals Inc. Common Stock
3614,KALU,Kaiser Aluminum Corporation Common Stock
3615,KALV,KalVista Pharmaceuticals Inc. Common Stock
3616,KALWW,Kalera Public Limited Company Warrant
3617,KAMN,Kaman Corporation Common Stock
3618,KAR,KAR Auction Services Inc Common Stock
3619,KARO,Karooooo Ltd. Ordinary Shares
3620,KAVL,Kaival Brands Innovations Group Inc. Common Stock
3621,KB,KB Financial Group Inc
3622,KBAL,Kimball International Inc. Class B Common Stock
3623,KBH,KB Home Common Stock
3624,KBNT,Kubient Inc. Common Stock
3625,KBNTW,Kubient Inc. Warrant
3626,KBR,KBR Inc. Common Stock
3627,KC,Kingsoft Cloud Holdings Limited American Depositary Shares
3628,KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares
3629,KD,Kyndryl Holdings Inc. Common Stock
3630,KDNY,Chinook Therapeutics Inc. Common Stock
3631,KDP,Keurig Dr Pepper Inc. Common Stock
3632,KE,Kimball Electronics Inc. Common Stock
3633,KELYA,Kelly Services Inc. Class A Common Stock
3634,KEN,Kenon Holdings Ltd. Ordinary Shares
3635,KEP,Korea Electric Power Corporation Common Stock
3636,KEQU,Kewaunee Scientific Corporation Common Stock
3637,KERN,Akerna Corp. Common Stock
